月日,時刻,子ユーザ,入力値,parKurumaNo,ParamList,parHinban,parJunsei,parHMCount,KurumaInfo,parType,parMakerNo,parHinmokuNos,parMakerNos,parSyadaiNo,CallHinban,date
2021-11-09,15:56:58,61323901,,126188 ,"['', '']","['', '']",,10 ,"['', '']",,,"['6040', '6060', '6080', '6100', '6120', '6140', '6160', '6180', '6190', '6210 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,,2021-11-09 15:56:58
2021-11-09,15:57:57,61323901,20651ED10A,,"['', '']",['20651-ED10A '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:57:57
2021-11-09,15:57:58,61323901,482033U025,,"['', '']",['48203-3U025 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:57:58
2021-11-09,15:58:13,61323901,,126188 ,"['', '']","['', '']",,10 ,"['', '']",,,"['6040', '6060', '6080', '6100', '6120', '6140', '6160', '6180', '6190', '6210 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,,2021-11-09 15:58:13
2021-11-09,15:28:38,61975601,1A16,,"['', '', '1A16', ' ']","['', '']",,,"['136849', '19', 'BMW', '8', 'BMW 116i 1600 HTB DOHC', '16995', '0001 0002', 'DBA-1A16', '1109', '1508', 'N13B16A', '1600']",,,"['', '']","['', '']",,,2021-11-09 15:28:38
2021-11-09,15:29:00,61381103,15199-0604,,"['15199', '0604', '', ' ']","['', '']",,,"['126004', '8', 'ｽｽﾞｷ', '11', 'ｷｬﾘｰ 660 ﾄﾗｯｸ DOHC', '15199', '0604', 'EBD-DA65T', '0601', '1005', 'K6A', '660']",,,"['', '']","['', '']",,,2021-11-09 15:29:00
2021-11-09,15:29:36,61381103,6000VV,,"['', '']",['6000VV '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:29:36
2021-11-09,15:32:07,61873005,147500250,,"['', '']",['147500250 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:32:07
2021-11-09,15:35:07,61984901,PL7001,,"['', '']",['PL7001 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:35:07
2021-11-09,15:35:50,61385002,AY120NS022,,"['', '']",['AY120NS022 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:35:50
2021-11-09,15:37:12,61385002,AY020BF150,,"['', '']",['AY020BF150 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:37:12
2021-11-09,15:38:29,61385002,AY120NS022,,"['', '']",['AY120NS022 '],,,"['', '']",,,"['', '']","['', '']",,AY120NS022,2021-11-09 15:38:29
2021-11-09,15:38:29,61385002,AY120NS022,,"['', '']",['AY120NS022 '],,,"['', '']",,,"['', '']","['', '']",,AY120NS022,2021-11-09 15:38:29
2021-11-09,16:04:19,61385002,,116158 ,"['', '']","['', '']",,1 ,"['', '']",,,['1680 '],['2300 '],0,,2021-11-09 16:04:19
2021-11-09,16:04:19,61385002,,116158 ,"['', '']","['', '']",,1 ,"['', '']",,,['1680 '],['2300 '],0,,2021-11-09 16:04:19
2021-11-09,15:36:14,611R5603,09223-0227,,"['09223', '0227', '', ' ']","['', '']",,,"['100053', '8', 'ｽｽﾞｷ', '20', 'Kei 660 ﾀｰﾎﾞ', '9223', '0227', 'GF-HN11S', '0012', '0104', 'F6AT', '660']",,,"['', '']","['', '']",,,2021-11-09 15:36:14
2021-11-09,15:36:48,611R5603,1418375FC0,,"['', '']",['14183-75FC0 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:36:48
2021-11-09,15:56:16,611R5603,15702-0604,,"['15702', '0604', '', ' ']","['', '']",,,"['126782', '8', 'ｽｽﾞｷ', '20', 'Kei 660 DOHC ﾀｰﾎﾞ', '15702', '0604', 'ABA-HN22S', '0705', '0910', 'K6AT', '660']",,,"['', '']","['', '']",,,2021-11-09 15:56:16
2021-11-09,15:56:38,611R5603,1418260B00,,"['', '']",['14182-60B00 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:56:38
2021-11-09,15:36:21,216011,HTHVS50B24R,,"['', '']",['HTHVS50B24R '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:36:21
2021-11-09,15:36:59,61141108,WK1093,,"['', '']",['WK1093 '],,,"['', '']",,,"['', '']","['', '']",,WK1093,2021-11-09 15:36:59
2021-11-09,15:37:48,610TB802,15421-0013,,"['15421', '013', '', ' ']","['', '']",,,"['123198', '1', 'ﾄﾖﾀ', '130', 'ｶﾛｰﾗ ﾌｨｰﾙﾀﾞｰ 1500 DOHC', '15421', '0013-0024 0028-0030 0034-0036 0040-0042', 'DBA-NZE141G', '0609', '1205', '1NZFE', '1500']",,,"['', '']","['', '']",,,2021-11-09 15:37:48
2021-11-09,15:38:50,219014,4882078A01,,"['', '']",['4882078A01 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:38:50
2021-11-09,15:38:50,219014,4882078A01,,"['', '']",['4882078A01 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:38:50
2021-11-09,15:59:58,219014,G951028040,,"['', '']",['G9510-28040 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:59:58
2021-11-09,16:00:50,219014,G951028040,,"['', '']",['G9510-28040 '],,,"['', '']",,,"['', '']","['', '']",,G951028040,2021-11-09 16:00:50
2021-11-09,16:00:54,219014,G951028040,,"['', '']",['G9510-28040 '],,,"['', '']",,,"['', '']","['', '']",,G951028040,2021-11-09 16:00:54
2021-11-09,15:40:57,61353701,H4502S7A901,,"['', '']",['H4502S7A901 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:40:57
2021-11-09,15:42:06,613N0604,38B20L,,"['', '']",['38B20L '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:42:06
2021-11-09,15:42:54,61160302,KEA5W,,"['', '', 'KEA5W', ' ']","['', '']",,,[''],,,"['', '']","['', '']",,,2021-11-09 15:42:54
2021-11-09,15:43:06,61160302,KE5AW,,"['', '', 'KE5AW', ' ']","['', '']",,,"['141062', '4', 'ﾏﾂﾀﾞ', '58', 'CX-5 2500 DOHC', '17647', '0001 0002', 'DBA-KE5AW', '1310', '1501', 'PY-VPS', '2500']",,,"['', '']","['', '']",,,2021-11-09 15:43:06
2021-11-09,15:43:41,61188805,MK459895,,"['', '']",['MK459895 '],,,"['', '']",,,"['', '']","['', '']",,MK459895,2021-11-09 15:43:41
2021-11-09,15:43:52,61188805,MX949575,,"['', '']",['MX949575 '],,,"['', '']",,,"['', '']","['', '']",,MX949575,2021-11-09 15:43:52
2021-11-09,15:44:35,Demo0633,DBA4GCHVS,,"['', '', 'DBA4GCHVS', ' ']","['', '']",,,"['136521', '16', 'ｱｳﾃﾞｨ', '4', 'ｱｳﾃﾞｨ A6 ｱﾊﾞﾝﾄ 2800 DOHC', '17082', '0502 0504 0602 0604', 'DBA-4GCHVS', '1202', '1504', 'CHV(6CYL)', '2800']",,,"['', '']","['', '']",,,2021-11-09 15:44:35
2021-11-09,15:44:51,Demo0633,DBA4GCHVS,,"['', '', 'DBA4GCHVS', ' ']","['', '']",,,"['136521', '16', 'ｱｳﾃﾞｨ', '4', 'ｱｳﾃﾞｨ A6 ｱﾊﾞﾝﾄ 2800 DOHC', '17082', '0502 0504 0602 0604', 'DBA-4GCHVS', '1202', '1504', 'CHV(6CYL)', '2800']",,,"['', '']","['', '']",,,2021-11-09 15:44:51
2021-11-09,15:45:44,Demo0633,,,"['', '']",['null '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:45:44
2021-11-09,15:46:46,Demo0633,,136521 ,"['', '']","['', '']",,11 ,"['', '']",,,"['1660', '1660', '6800', '6801', '6802', '6803', '6804', '6841', '6842', '6843', '6844 ']","['2300', '4060', '4060', '4060', '4060', '4060', '4060', '4060', '4060', '4060', '4060 ']",0,,2021-11-09 15:46:46
2021-11-09,15:47:04,Demo0633,,137506 ,"['', '']","['', '']",,11 ,"['', '']",,,"['1660', '1660', '6800', '6801', '6802', '6803', '6804', '6841', '6842', '6843', '6844 ']","['2300', '4060', '4060', '4060', '4060', '4060', '4060', '4060', '4060', '4060', '4060 ']",0,,2021-11-09 15:47:04
2021-11-09,15:44:53,61401510,1760422,,"['', '', '1760422', ' ']","['', '']",,,[''],,,"['', '']","['', '']",,,2021-11-09 15:44:53
2021-11-09,15:45:13,61401510,176042,,"['', '', '176042', ' ']","['', '']",,,"['139640', '17', 'ﾒﾙｾﾃﾞｽ', '14', 'ﾒﾙｾﾃﾞｽﾍﾞﾝﾂ A180 1600 ﾀｰﾎﾞ', '17485', '0002 0004 0012 0014 0102 0104 0112 0114', 'DBA-176042', '1301', '1810', '270', '1600']",,,"['', '']","['', '']",,,2021-11-09 15:45:13
2021-11-09,15:45:13,61401510,176042,,"['', '', '176042', ' ']","['', '']",,,"['139640', '17', 'ﾒﾙｾﾃﾞｽ', '14', 'ﾒﾙｾﾃﾞｽﾍﾞﾝﾂ A180 1600 ﾀｰﾎﾞ', '17485', '0002 0004 0012 0014 0102 0104 0112 0114', 'DBA-176042', '1301', '1810', '270', '1600']",,,"['', '']","['', '']",,,2021-11-09 15:45:13
2021-11-09,15:45:28,61401510,,,"['', '']",['null '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:45:28
2021-11-09,15:44:54,187009,18183-0001,,"['18183', '0001', '', ' ']","['', '']",,,"['145109', '1', 'ﾄﾖﾀ', '143', 'ﾚｸｻｽRX 2000 DOHC ﾀｰﾎﾞ', '18183', '0001-0020 0021-0030', 'DBA-AGL20W', '1510', '1712', '8ARFTS', '2000']",,,"['', '']","['', '']",,,2021-11-09 15:44:54
2021-11-09,15:45:06,187009,,147181 ,"['', '']","['', '']",,25 ,"['', '']",,,"['1800', '1801', '1803', '1804', '1805', '1806', '1807', '1802', '1840', '1900', '1880', '1920', '1840', '1880', '1900', '1920', '1960', '2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007 ']","['4260', '4260', '4260', '4260', '4260', '4260', '4260', '4260', '4260', '4260', '4260', '4260', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '1040 ']",0,,2021-11-09 15:45:06
2021-11-09,15:47:47,221009,FC7JKKA,,"['', '', 'FC7JKKA', ' ']","['', '']",,,[''],,,"['', '']","['', '']",,,2021-11-09 15:47:47
2021-11-09,15:48:40,221009,11420,,"['', '', '11420', ' ']","['', '']",,,[''],,,"['', '']","['', '']",,,2021-11-09 15:48:40
2021-11-09,15:48:56,221009,FC7JKAA,,"['', '', 'FC7JKAA', ' ']","['', '']",,,"['137127', '13', '日野', '1', 'ﾚﾝｼﾞｬｰ 6400 DSL ﾀｰﾎﾞ', '0', '', 'SKG-FC7JKAA', '1107', '1204', 'J07ET', '6400']",,,"['', '']","['', '']",,,2021-11-09 15:48:56
2021-11-09,15:49:22,221009,8.79e+34,,"['', '']",['87910-E0030 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:49:22
2021-11-09,15:49:23,221009,S879041030,,"['', '']",['S8790-41030 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:49:23
2021-11-09,15:48:11,61947714,AES03/AFS03,,"['', '']","['AE-S03', 'AF-S03 ']",0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:48:11
2021-11-09,15:48:38,617U2004,587832070,,"['', '']",['587832070 '],,,"['', '']",,,"['', '']","['', '']",,587832070,2021-11-09 15:48:38
2021-11-09,15:49:05,617U2004,897201061,,"['', '']",['897201061 '],,,"['', '']",,,"['', '']","['', '']",,897201061,2021-11-09 15:49:05
2021-11-09,15:49:21,617U2004,587832069,,"['', '']",['587832069 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:49:21
2021-11-09,15:49:48,617U2004,897142093,,"['', '']",['897142093 '],,,"['', '']",,,"['', '']","['', '']",,897142093,2021-11-09 15:49:48
2021-11-09,15:49:49,617U2004,897142093,,"['', '']",['897142093 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:49:49
2021-11-09,15:50:17,617U2004,894248117,,"['', '']",['894248117 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:50:17
2021-11-09,15:50:26,617U2004,894336316,,"['', '']",['894336316 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:50:26
2021-11-09,15:50:33,617U2004,894336317,,"['', '']",['894336317 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:50:33
2021-11-09,15:50:44,617U2004,897239810,,"['', '']",['897239810 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:50:44
2021-11-09,15:52:32,61141109,DC2663,,"['', '']",['DC2663 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:52:32
2021-11-09,15:52:32,214001,FBA20,,"['', '', 'FBA20', ' ']","['', '']",,,"['146257', '3', '三菱', '16', 'ｷｬﾝﾀｰ 3000', '0', '', 'TRG-FBA20', '1604', '1905', '4P10T', '3000']",,,"['', '']","['', '']",,,2021-11-09 15:52:32
2021-11-09,15:52:47,214001,FAB,,"['', '', 'FAB', ' ']","['', '']",,,[''],,,"['', '']","['', '']",,,2021-11-09 15:52:47
2021-11-09,15:52:56,61083213,BC5621,,"['', '']",['BC5621 '],,,"['', '']",,,"['', '']","['', '']",,BC5621,2021-11-09 15:52:56
2021-11-09,15:53:50,61083213,BC5621,,"['', '']",['BC5621 '],,,"['', '']",,,"['', '']","['', '']",,BC5621,2021-11-09 15:53:50
2021-11-09,15:52:57,61131207,TBMT002,,"['', '']",['TBM-T002 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:52:57
2021-11-09,15:53:16,61764201,18096-0004,,"['18096', '0004', '', ' ']","['', '']",,,"['151044', '8', 'ｽｽﾞｷ', '43', 'ﾊｽﾗｰ 660 DOHC', '18096', '0004', 'DAA-MR41S', '1807', '1912', 'R06A', '660']",,,"['', '']","['', '']",,,2021-11-09 15:53:16
2021-11-09,15:54:11,61764201,,150421 ,"['', '']","['', '']",,8 ,"['', '']",,,"['1800', '1801', '1803', '1804', '1805', '1806', '1807', '1802 ']","['4260', '4260', '4260', '4260', '4260', '4260', '4260', '4260 ']",0,,2021-11-09 15:54:11
2021-11-09,15:53:48,200006,16010-0014,,"['16010', '0014', '', ' ']","['', '']",,,"['126787', '6', 'ﾀﾞｲﾊﾂ', '34', 'ﾀﾝﾄ 660 DOHC', '16010', '0005 0014 0024', 'DBA-L375S', '0712', '1010', 'KFVE', '660']",,,"['', '']","['', '']",,,2021-11-09 15:53:48
2021-11-09,15:56:07,200006,04425B2220,,"['', '']",['04425-B2220 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 15:56:07
2021-11-09,15:57:12,200006,16010-0014,,"['16010', '0014', '', ' ']","['', '']",,,"['126787', '6', 'ﾀﾞｲﾊﾂ', '34', 'ﾀﾝﾄ 660 DOHC', '16010', '0005 0014 0024', 'DBA-L375S', '0712', '1010', 'KFVE', '660']",,,"['', '']","['', '']",,,2021-11-09 15:57:12
2021-11-09,15:57:20,200006,,143744 ,"['', '']","['', '']",,12 ,"['', '']",,,"['1020', '1021', '1022', '1060', '1061', '1062', '1100', '1140', '1101', '1141', '1102', '1142 ']","['3200', '3200', '3200', '3200', '3200', '3200', '3200', '3200', '3200', '3200', '3200', '3200 ']",0,,2021-11-09 15:57:20
2021-11-09,15:58:47,200006,,143744 ,"['', '']","['', '']",,12 ,"['', '']",,,"['1020', '1021', '1022', '1060', '1061', '1062', '1100', '1140', '1101', '1141', '1102', '1142 ']","['3200', '3200', '3200', '3200', '3200', '3200', '3200', '3200', '3200', '3200', '3200', '3200 ']",0,,2021-11-09 15:58:47
2021-11-09,16:02:58,200006,,134827 ,"['', '']","['', '']",,100 ,"['', '']",,,"['6790', '6791', '6792', '6793', '6794', '6795', '6796', '6797', '6780', '6781', '6782', '6783', '6784', '6785', '6786', '6787', '6788', '6789', '6790', '6791', '6792', '6793', '6794', '6795', '6796', '6797', '6780', '6781', '6782', '6783', '6784', '6785', '6786', '6787', '6788', '6789', '6790', '6791', '6792', '6793', '6794', '6795', '6796', '6797', '6780', '6781', '6782', '6783', '6784', '6785', '6786', '6787', '6788', '6789', '6790', '6791', '6792', '6793', '6794', '6795', '6796', '6797', '6780', '6781', '6782', '6783', '6784', '6785', '6786', '6787', '6788', '6789', '6790', '6791', '6792', '6793', '6794', '6795', '6796', '6797', '6780', '6781', '6782', '6783', '6784', '6785', '6786', '6787', '6788', '6789', '6790', '6791', '6792', '6793', '6794', '6795', '6796', '6797', '6780', '6781 ']","['0060', '0060', '0060', '0060', '0060', '0060', '0060', '0060', '0070', '0070', '0070', '0070', '0070', '0070', '0070', '0070', '0070', '0070', '0070', '0070', '0070', '0070', '0070', '0070', '0070', '0070', '0080', '0080', '0080', '0080', '0080', '0080', '0080', '0080', '0080', '0080', '0080', '0080', '0080', '0080', '0080', '0080', '0080', '0080', '0090', '0090', '0090', '0090', '0090', '0090', '0090', '0090', '0090', '0090', '0090', '0090', '0090', '0090', '0090', '0090', '0090', '0090', '0100', '0100', '0100', '0100', '0100', '0100', '0100', '0100', '0100', '0100', '0100', '0100', '0100', '0100', '0100', '0100', '0100', '0100', '0110', '0110', '0110', '0110', '0110', '0110', '0110', '0110', '0110', '0110', '0110', '0110', '0110', '0110', '0110', '0110', '0110', '0110', '0120', '0120 ']",0,,2021-11-09 16:02:58
2021-11-09,16:02:59,200006,T10,,"['', '']",['T10 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 16:02:59
2021-11-09,15:57:03,619R9102,,136798 ,"['', '']","['', '']",,13 ,"['', '']",,,"['1020', '1020', '1020', '1021', '1021', '1021', '1023', '1025', '1022', '1022', '1022', '1024', '1026 ']","['3200', '2260', '4060', '3200', '2260', '4060', '2260', '2260', '3200', '2260', '4060', '2260', '2260 ']",0,,2021-11-09 15:57:03
2021-11-09,15:59:58,619R9102,16294-0036,,"['16294', '0036', '', ' ']","['', '']",,,"['136798', '1', 'ﾄﾖﾀ', '75', 'ﾌﾟﾘｳｽ 1800 ﾊｲﾌﾞﾘｯﾄ DOHC', '16294', '0031-0035 0036 0037-0049 0050-0054', 'DAA-ZVW30', '1112', '1511', '2ZRFXE', '1800']",,,"['', '']","['', '']",,,2021-11-09 15:59:58
2021-11-09,16:00:11,61073803,1A0234400,,"['', '']",['1A0234400 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 16:00:11
2021-11-09,16:01:46,615F3401,12947055700,,"['', '']",['12947055700 '],,,"['', '']",,,"['', '']","['', '']",,12947055700,2021-11-09 16:01:46
2021-11-09,16:02:44,61944603,15997-1050,,"['15997', '1050', '', ' ']","['', '']",,,"['129128', '7', 'ｽﾊﾞﾙ', '17', 'ﾌｫﾚｽﾀｰ 2000 DOHC', '15997', '1050 1058 1062', 'DBA-SH5', '0709', '0811', 'EJ204', '2000']",,,"['', '']","['', '']",,,2021-11-09 16:02:44
2021-11-09,16:03:04,61944603,45119SC000,,"['', '']",['45119-SC000 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 16:03:04
2021-11-09,16:03:04,61944603,45119SC000,,"['', '']",['45119-SC000 '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 16:03:04
2021-11-09,16:03:23,61133205,17714-0007,,"['17714', '007', '', ' ']","['', '']",,,"['141488', '3', '三菱', '23', 'ﾐﾆｷｬﾌﾞ 660 ﾊﾞﾝ', '17714', '0007', 'HBD-DS64V', '1402', '1503', 'K6A', '660']",,,"['', '']","['', '']",,,2021-11-09 16:03:23
2021-11-09,16:04:00,61133205,17714-0007,,"['17714', '007', '', ' ']","['', '']",,,"['141488', '3', '三菱', '23', 'ﾐﾆｷｬﾌﾞ 660 ﾊﾞﾝ', '17714', '0007', 'HBD-DS64V', '1402', '1503', 'K6A', '660']",,,"['', '']","['', '']",,,2021-11-09 16:04:00
2021-11-09,16:04:26,61133205,J9061M,,"['', '']",['J9061M '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 16:04:26
2021-11-09,16:04:43,61133205,U40B,,"['', '']",['U40B '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 16:04:43
2021-11-09,16:04:43,61133205,U40B,,"['', '']",['U40B '],0 ,,"['', '']",,0,"['', '']","['', '']",,,2021-11-09 16:04:43
2021-11-09,16:04:31,61791403,7289378A00,,"['', '']",['7289378A00 '],,,"['', '']",,,"['', '']","['', '']",,7289378A00,2021-11-09 16:04:31
